frame,blink,perclos,rubbing,head_tilt_state,head_tilt_angle,yawn,face_detected,pose_detected
1,1,1,False,0,,0,True,False
2,0,1,False,0,,0,True,False
3,0,1,False,0,,0,True,False
4,0,0,False,0,,0,False,False
5,0,0,False,0,,0,False,True
6,0,0,False,0,,0,True,False
7,0,0,False,0,,0,True,False
8,0,0,False,0,,0,True,False
9,0,0,False,0,,0,True,False
10,0,0,False,0,,0,True,False
11,0,0,False,0,,0,True,False
12,0,0,False,0,,0,True,False
13,0,0,False,0,,0,True,False
14,0,0,False,0,,0,True,False
15,0,0,False,0,,0,True,False
16,0,1,False,0,,0,True,False
17,0,1,False,0,,0,True,False
18,1,1,False,0,,0,True,False
19,0,1,False,0,,0,True,False
20,0,1,False,0,,0,True,False
21,0,1,False,0,,0,True,False
22,0,0,False,0,,0,False,False
23,0,0,False,0,,0,False,False
24,0,1,False,0,,0,True,False
25,0,1,False,0,,0,True,False
26,0,1,False,0,,0,True,False
27,0,1,False,0,,0,True,False
28,0,1,False,0,,0,True,False
29,0,1,False,0,,0,True,False
30,0,1,False,0,,0,True,False
31,0,1,False,0,,0,True,False
32,0,1,True,2,168.36636600105956,0,True,True
33,0,1,False,0,,0,True,False
34,0,0,False,0,,0,False,False
35,0,1,False,0,,0,True,False
36,0,1,False,0,,0,True,False
37,0,1,False,0,,0,True,False
38,0,1,False,0,,0,True,False
39,0,1,False,0,,0,True,False
40,0,1,False,0,,0,True,False
41,0,1,False,0,,0,True,False
42,0,1,False,0,,0,True,False
43,0,1,False,0,,0,True,False
44,0,1,False,0,,0,True,False
45,0,1,False,0,,0,True,False
46,0,0,False,0,,0,False,False
47,0,0,False,0,,0,False,False
48,0,0,False,0,,0,False,False
49,0,1,False,0,,0,True,False
50,0,1,False,0,,0,True,False
51,0,1,False,0,,0,True,False
52,0,1,False,0,,0,True,False
53,0,1,False,0,,0,True,False
54,0,1,False,0,,0,True,False
55,0,1,False,0,,0,True,False
56,0,1,False,0,,0,True,False
57,0,1,False,0,,0,True,False
58,0,1,False,0,,0,True,False
59,0,1,False,0,,0,True,False
60,0,1,False,0,,0,True,False
61,0,1,False,0,,0,True,False
62,0,1,False,0,,0,True,False
63,0,1,False,0,,0,True,False
64,0,1,False,0,,0,True,False
65,0,1,False,0,,0,True,False
66,0,1,False,0,,0,True,False
67,0,1,False,0,,0,True,False
68,0,1,False,0,,0,True,False
69,0,1,False,0,,0,True,False
70,0,1,False,0,,0,True,False
71,0,1,False,0,,0,True,False
72,0,1,False,0,,0,True,False
73,0,1,False,0,,0,True,False
74,0,1,False,0,,0,True,False
75,0,1,False,0,,0,True,False
76,0,1,False,0,,0,True,False
77,0,1,False,0,,0,True,False
78,0,1,False,0,,0,True,False
79,0,1,False,0,,0,True,False
80,0,0,False,0,,0,True,False
81,0,0,False,0,,0,True,False
82,0,0,False,0,,0,True,False
83,0,0,False,0,,0,True,False
84,0,0,False,0,2.1565626747147917,0,True,True
85,0,0,False,0,3.141129835636104,0,True,True
86,0,0,False,0,5.433381190385344,0,True,True
87,0,0,False,0,3.383005791330616,0,True,True
88,0,0,False,0,5.368655328416596,0,True,True
89,0,0,False,0,1.5330976968243097,0,True,True
90,0,0,False,0,1.313140340917506,0,True,True
91,0,0,False,0,4.685899839502703,0,True,True
92,0,0,False,0,1.7309390745492024,0,True,True
93,0,0,False,0,6.115503566285407,0,True,True
94,0,0,False,0,5.819965913455556,0,True,True
95,0,0,False,0,1.14863365586551,0,True,True
96,0,0,False,0,2.619548795394677,0,True,True
97,0,0,False,0,6.395469856605439,0,True,True
98,0,0,False,0,5.734327924672677,0,True,True
99,0,0,False,0,3.5917758998931575,0,True,True
100,0,0,False,0,5.840837503908278,0,True,True
101,0,0,False,0,3.5266908106667305,0,True,True
102,0,0,False,0,5.710593137499642,0,True,True
103,0,0,False,0,3.7685297091353833,0,True,True
104,0,0,False,0,4.307930034916097,0,True,True
105,0,0,False,0,1.9123373012261744,0,True,True
106,0,0,False,0,0.17711158274607872,0,True,True
107,0,0,False,0,2.3076857349007764,0,True,True
108,0,0,False,0,4.563229754237853,0,True,True
109,0,0,False,0,5.186741294804542,0,True,True
110,0,0,False,0,5.126047821567939,0,True,True
111,0,0,False,0,7.19174277003143,0,True,True
112,0,0,False,0,5.700994246734516,0,True,True
113,0,0,False,0,4.7345501575505455,0,True,True
114,0,0,False,0,6.950832490260226,0,True,True
115,0,0,False,0,6.519801751656986,0,True,True
116,0,0,False,0,6.387117025764512,0,True,True
117,0,0,False,0,6.302134109850974,0,True,True
118,0,0,False,0,6.505626645683682,0,True,True
119,0,0,False,0,3.3109415146114434,0,True,True
120,0,0,False,0,5.047214998611426,0,True,True
121,0,0,False,0,4.577361208234449,0,True,True
122,0,1,False,0,3.4732288906246223,0,True,True
123,0,1,False,0,3.1251150836430956,0,True,True
124,0,1,False,0,4.014175695411026,0,True,True
125,0,1,False,0,3.247342790322922,0,True,True
126,0,1,False,0,5.3837016768117545,0,True,True
127,0,1,False,0,4.505554339389991,0,True,True
128,0,0,False,0,4.100981697684617,0,True,True
129,0,0,False,0,6.924214205448851,0,True,True
130,0,0,False,0,3.378854299298168,0,True,True
131,0,0,False,0,3.6019959025673898,0,True,True
132,0,0,False,0,5.877392606643136,0,True,True
133,0,0,False,0,5.832563745191335,0,True,True
134,0,0,False,0,5.288171918840833,0,True,True
135,0,0,False,0,3.02374272001792,0,True,True
136,0,0,False,0,0.0936204714404844,0,True,True
137,0,1,False,0,4.182706236605102,0,True,True
138,0,1,False,0,5.981431188060287,0,True,True
139,0,1,False,0,3.995122618627414,0,True,True
140,0,1,False,0,4.825910018422068,0,True,True
141,0,1,False,0,4.117302538952961,0,True,True
142,0,1,False,0,4.629234947797588,0,True,True
143,0,0,False,0,3.983218602816462,0,True,True
