frame,blink,perclos,rubbing,head_tilt_state,head_tilt_angle,yawn,face_detected,pose_detected
1,0,0,False,2,38.30362238380031,0,True,True
2,0,0,False,2,39.96621304379996,0,True,True
3,0,0,False,2,29.505151400861372,0,True,True
4,0,0,False,2,30.754394079558615,0,True,True
5,0,0,False,2,21.92556049359148,0,True,True
6,0,0,False,1,12.200468727380784,0,True,True
7,0,0,False,1,14.500166766552566,0,True,True
8,0,0,False,1,13.966370600719785,0,True,True
9,0,0,False,1,14.50477327719653,0,True,True
10,0,0,False,1,14.100118335013,0,True,True
11,0,0,False,1,15.20803919063533,0,True,True
12,0,0,False,1,39.31396570347943,0,True,True
13,0,0,False,1,16.903341030911,0,True,True
14,0,0,False,2,58.67130713219584,0,True,True
15,0,0,False,2,36.22494425552033,0,True,True
16,0,0,False,1,4.422911428550351,0,True,True
17,0,0,False,1,0.9045950337326875,0,True,True
18,0,0,False,1,4.271422017383911,0,True,True
19,0,0,False,1,0.7392593554078475,0,True,True
20,0,0,False,1,0.8069294551023745,0,True,True
21,0,0,False,0,,0,False,False
22,0,0,False,0,3.8759047881811086,0,True,True
23,0,0,False,0,1.731670527151412,0,True,True
24,0,0,False,0,0.14008720132705646,0,True,True
25,0,0,False,0,0.6953029964703357,0,True,True
26,0,0,False,0,2.415511464812902,0,True,True
27,0,0,False,0,3.450843193751159,0,True,True
28,0,0,False,0,3.7953873660968145,0,True,True
29,0,0,False,0,1.496698839758964,0,True,True
30,0,0,False,0,2.507701727066255,0,True,True
31,0,0,False,0,1.5951663958111832,0,True,True
32,0,0,False,0,1.9854585845169266,0,True,True
33,0,0,False,0,3.834464790551687,0,True,True
34,0,0,False,0,4.537772507906652,0,True,True
35,0,0,False,0,1.360330132253525,0,True,True
36,0,0,False,0,2.8474435396746767,0,True,True
37,0,0,False,0,2.4431381125028357,0,True,True
38,0,0,False,0,2.905920999653342,0,True,True
39,0,0,False,0,3.509744589838515,0,True,True
40,0,0,False,0,3.020722108690584,0,True,True
41,0,0,False,0,2.9507791090063504,0,True,True
42,0,0,False,0,2.398421334092505,0,True,True
43,0,0,False,0,3.6425613033286455,0,True,True
44,0,0,False,0,3.4911714293547798,0,True,True
45,0,0,False,0,2.900505885153951,0,True,True
46,0,0,False,0,1.0722557042749021,0,True,True
47,0,0,False,0,2.997042580283685,0,True,True
48,0,0,False,0,1.99609588600949,0,True,True
49,0,0,False,0,2.74808818005375,0,True,True
50,0,0,False,0,4.270161092868811,0,True,True
51,0,0,False,0,1.2060487792199577,0,True,True
52,0,0,False,0,1.169139327907419,0,True,True
53,0,1,False,0,1.0230301886678357,0,True,True
54,1,1,False,0,2.981461219982192,0,True,True
55,0,1,False,0,0.8769077414306453,0,True,True
56,0,1,False,0,2.7191283714651293,0,True,True
57,0,1,False,0,2.7263109939062655,0,True,True
58,0,0,False,0,2.367469467557528,0,True,True
59,0,0,False,0,3.472793568595462,0,True,True
60,0,0,False,0,2.098905933203546,0,True,True
61,0,0,False,0,1.6365770416167182,0,True,True
62,0,0,False,0,2.997042580283685,0,True,True
63,0,0,False,0,3.2704879231835653,0,True,True
64,0,0,False,0,0.73264266886477,0,True,True
65,0,0,False,0,1.3675440044576175,0,True,True
66,0,0,False,0,1.9491041598173389,0,True,True
67,0,0,False,0,1.3391379629296052,0,True,True
68,0,0,False,0,1.8039951162005907,0,True,True
69,0,0,False,0,2.796286263845413,0,True,True
70,0,0,False,0,2.502336451352648,0,True,True
71,0,0,False,0,2.483209981749071,0,True,True
72,0,0,False,0,2.541486539784777,0,True,True
73,0,0,False,0,1.0152619716711337,0,True,True
74,0,0,False,0,2.2963447818359826,0,True,True
75,0,0,False,0,2.5574169555849537,0,True,True
76,0,0,False,0,1.5405909029954032,0,True,True
77,0,0,False,0,1.3478872801985986,0,True,True
78,0,0,False,0,5.068403601147252,0,True,True
79,0,0,False,0,3.1518707323004054,0,True,True
80,0,0,False,0,1.1667588476431738,0,True,True
81,0,0,False,0,1.7969252726959732,0,True,True
82,0,0,False,0,1.9305874411669917,0,True,True
83,0,0,False,0,3.4682292589171477,0,True,True
84,0,0,False,0,1.7639863842301589,0,True,True
85,0,0,False,0,9.111357044783997,0,True,True
86,0,0,False,0,6.531364393044459,0,True,True
87,0,0,False,0,3.439869693746025,0,True,True
88,0,0,False,0,2.7057269173666314,0,True,True
89,0,0,False,0,2.819105948873298,0,True,True
90,0,0,False,0,,0,False,True
91,0,0,False,0,2.749042902855606,0,True,True
92,0,0,False,0,,0,False,True
93,0,1,False,0,2.222934563095767,0,True,True
94,0,1,False,0,4.3499291640148785,0,True,True
95,0,1,False,0,4.880590049851887,0,True,True
96,1,1,False,0,6.691264432552284,0,True,True
97,0,1,False,0,7.215571806711688,0,True,True
98,0,1,False,0,5.2691543684812,0,True,True
99,0,1,False,0,9.113552748073388,0,True,True
100,0,0,False,0,10.101118347708255,0,True,True
101,0,0,False,0,9.92295982139822,0,True,True
102,0,0,False,0,7.726617619097229,0,True,True
103,0,0,False,0,7.001267557495338,0,True,True
104,0,0,False,0,7.823710731885269,0,True,True
105,0,0,False,0,6.241914347415048,0,True,True
106,0,0,False,0,5.300926516525688,0,True,True
107,0,0,False,0,0.7307738854087087,0,True,True
108,0,0,False,0,0.7345210342548154,0,True,True
109,0,0,False,0,0.2857621168765344,0,True,True
110,0,0,False,0,1.298674319346023,0,True,True
111,0,0,False,0,1.57131062586149,0,True,True
